station_pincode,station_zone,city,state
492561,NORTH,Delhi,West Bengal
492563,CENTRAL,Bangalore,Andaman and Nicobar Islands
492565,EAST,Hyderabad,Chandigarh
492567,WEST,Ahmedabad,Dadra and Nagar Haveli and Daman and Diu
492569,SOUTH,Chennai,Lakshadweep
492571,NORTH,Kolkata,Delhi
492573,CENTRAL,Surat,Puducherry
492575,EAST,Pune,Ladakh
492577,WEST,Jaipur,Jammu and Kashmir
492579,SOUTH,Lucknow,Maharashtra
492581,NORTH,Kanpur,Delhi
492583,CENTRAL,Nagpur,Karnataka
492585,EAST,Indore,Andhra Pradesh
492587,WEST,Thane,Arunachal Pradesh
492589,SOUTH,Bhopal,Assam
492591,NORTH,Visakhapatnam,Bihar
492593,CENTRAL,Vadodara,Chhattisgarh
492595,EAST,Firozabad,Goa
492597,WEST,Ludhiana,Gujarat
492599,SOUTH,Rajkot,Haryana
492601,NORTH,Agra,Himachal Pradesh
492603,CENTRAL,Siliguri,Jharkhand
492605,EAST,Nashik,Karnataka
492607,WEST,Faridabad,Kerala
492609,SOUTH,Patna,Madhya Pradesh
492611,NORTH,Meerut,Maharashtra
492613,CENTRAL,Kalyan-Dombivli,Manipur
492615,EAST,Vasai-Virar,Meghalaya
492617,WEST,Varanasi,Mizoram
492619,SOUTH,Srinagar,Nagaland
492621,NORTH,Dhanbad,Odisha
492623,CENTRAL,Jodhpur,Punjab
492625,EAST,Amritsar,Rajasthan
492627,WEST,Raipur,Sikkim
492629,SOUTH,Allahabad,Tamil Nadu
492631,NORTH,Coimbatore,Telangana
492633,CENTRAL,Jabalpur,Tripura
492635,EAST,Gwalior,Uttar Pradesh
492637,WEST,Vijayawada,Uttarakhand
492639,SOUTH,Madurai,West Bengal
492641,NORTH,Guwahati,Andaman and Nicobar Islands
492643,CENTRAL,Chandigarh,Chandigarh
492645,EAST,Hubli-Dharwad,Dadra and Nagar Haveli and Daman and Diu
492647,WEST,Amroha,Lakshadweep
492649,SOUTH,Moradabad,Delhi
492651,NORTH,Gurgaon,Puducherry
492653,CENTRAL,Aligarh,Ladakh
492655,EAST,Solapur,Jammu and Kashmir
492657,WEST,Ranchi,Maharashtra
492659,SOUTH,Jalandhar,Delhi
492661,NORTH,Tiruchirappalli,Karnataka
492663,CENTRAL,Bhubaneswar,Andhra Pradesh
492665,EAST,Salem,Arunachal Pradesh
492667,WEST,Mysore,Assam
492669,SOUTH,Thiruvananthapuram,Bihar
492671,NORTH,Tiruppur,Chhattisgarh
492673,CENTRAL,Gwalior,Goa
492675,EAST,Chandrapur,Gujarat
492677,WEST,Mumbai,Haryana
492679,SOUTH,Delhi,Himachal Pradesh
492681,NORTH,Bangalore,Jharkhand
492683,CENTRAL,Hyderabad,Karnataka
492685,EAST,Ahmedabad,Kerala
492687,WEST,Chennai,Madhya Pradesh
492689,SOUTH,Kolkata,Maharashtra
492691,NORTH,Surat,Manipur
492693,CENTRAL,Pune,Meghalaya
492695,EAST,Jaipur,Mizoram
492697,WEST,Lucknow,Nagaland
492699,SOUTH,Kanpur,Odisha
492701,NORTH,Nagpur,Punjab
492703,CENTRAL,Indore,Rajasthan
492705,EAST,Thane,Sikkim
492707,WEST,Bhopal,Tamil Nadu
492709,SOUTH,Visakhapatnam,Telangana
492711,NORTH,Vadodara,Tripura
492713,CENTRAL,Firozabad,Uttar Pradesh
492715,EAST,Ludhiana,Uttarakhand
492717,WEST,Rajkot,West Bengal
492719,SOUTH,Agra,Andaman and Nicobar Islands
492721,NORTH,Siliguri,Chandigarh
492723,CENTRAL,Nashik,Dadra and Nagar Haveli and Daman and Diu
492725,EAST,Faridabad,Lakshadweep
492727,WEST,Patna,Delhi
492729,SOUTH,Meerut,Puducherry
492731,NORTH,Kalyan-Dombivli,Ladakh
492733,CENTRAL,Vasai-Virar,Jammu and Kashmir
492735,EAST,Varanasi,Maharashtra
492737,WEST,Srinagar,Delhi
492739,SOUTH,Dhanbad,Karnataka
492741,NORTH,Jodhpur,Andhra Pradesh
492743,CENTRAL,Amritsar,Arunachal Pradesh
492745,EAST,Raipur,Assam
492747,WEST,Allahabad,Bihar
492749,SOUTH,Coimbatore,Chhattisgarh
492751,NORTH,Jabalpur,Goa
492753,CENTRAL,Gwalior,Gujarat
492755,EAST,Vijayawada,Haryana
492757,WEST,Madurai,Himachal Pradesh
492759,SOUTH,Guwahati,Jharkhand
492761,NORTH,Chandigarh,Karnataka
492763,CENTRAL,Hubli-Dharwad,Kerala
492765,EAST,Amroha,Madhya Pradesh
492767,WEST,Moradabad,Maharashtra
492769,SOUTH,Gurgaon,Manipur
492771,NORTH,Aligarh,Meghalaya
492773,CENTRAL,Solapur,Mizoram
492775,EAST,Ranchi,Nagaland
492777,WEST,Jalandhar,Odisha
492779,SOUTH,Tiruchirappalli,Punjab
492781,NORTH,Bhubaneswar,Rajasthan
492783,CENTRAL,Salem,Sikkim
492785,EAST,Mysore,Tamil Nadu
492787,WEST,Thiruvananthapuram,Telangana
492789,SOUTH,Tiruppur,Tripura
492791,NORTH,Gwalior,Uttar Pradesh
492793,CENTRAL,Chandrapur,Uttarakhand
492795,EAST,Mumbai,West Bengal
492797,WEST,Delhi,Andaman and Nicobar Islands
492799,SOUTH,Bangalore,Chandigarh
492801,NORTH,Hyderabad,Dadra and Nagar Haveli and Daman and Diu
492803,CENTRAL,Ahmedabad,Lakshadweep
492805,EAST,Chennai,Delhi
492807,WEST,Kolkata,Puducherry
492809,SOUTH,Surat,Ladakh
492811,NORTH,Pune,Jammu and Kashmir
492813,CENTRAL,Jaipur,Maharashtra
492815,EAST,Lucknow,Delhi
492817,WEST,Kanpur,Karnataka
492819,SOUTH,Nagpur,Andhra Pradesh
492821,NORTH,Indore,Arunachal Pradesh
492823,CENTRAL,Thane,Assam
492825,EAST,Bhopal,Bihar
492827,WEST,Visakhapatnam,Chhattisgarh
492829,SOUTH,Vadodara,Goa
492831,NORTH,Firozabad,Gujarat
492833,CENTRAL,Ludhiana,Haryana
492835,EAST,Rajkot,Himachal Pradesh
492837,WEST,Agra,Jharkhand
492839,SOUTH,Siliguri,Karnataka
492841,NORTH,Nashik,Kerala
492843,CENTRAL,Faridabad,Madhya Pradesh
492845,EAST,Patna,Maharashtra
492847,WEST,Meerut,Manipur
492849,SOUTH,Kalyan-Dombivli,Meghalaya
492851,NORTH,Vasai-Virar,Mizoram
492853,CENTRAL,Varanasi,Nagaland
492855,EAST,Srinagar,Odisha
492857,WEST,Dhanbad,Punjab
492859,SOUTH,Jodhpur,Rajasthan
492861,NORTH,Amritsar,Sikkim
492863,CENTRAL,Raipur,Tamil Nadu
492865,EAST,Allahabad,Telangana
492867,WEST,Coimbatore,Tripura
492869,SOUTH,Jabalpur,Uttar Pradesh
492871,NORTH,Gwalior,Uttarakhand
492873,CENTRAL,Vijayawada,West Bengal
492875,EAST,Madurai,Andaman and Nicobar Islands
492877,WEST,Guwahati,Chandigarh
492879,SOUTH,Chandigarh,Dadra and Nagar Haveli and Daman and Diu
492881,NORTH,Hubli-Dharwad,Lakshadweep
492883,CENTRAL,Amroha,Delhi
492885,EAST,Moradabad,Puducherry
492887,WEST,Gurgaon,Ladakh
492889,SOUTH,Aligarh,Jammu and Kashmir
492891,NORTH,Solapur,Maharashtra
492893,CENTRAL,Ranchi,Delhi
492895,EAST,Jalandhar,Karnataka
492897,WEST,Tiruchirappalli,Andhra Pradesh
492899,SOUTH,Bhubaneswar,Arunachal Pradesh
492901,NORTH,Salem,Assam
492903,CENTRAL,Mysore,Bihar
492905,EAST,Thiruvananthapuram,Chhattisgarh
492907,WEST,Tiruppur,Goa
492909,SOUTH,Gwalior,Gujarat
492911,NORTH,Chandrapur,Haryana
492913,CENTRAL,Mumbai,Himachal Pradesh
492915,EAST,Delhi,Jharkhand
492917,WEST,Bangalore,Karnataka
492919,SOUTH,Hyderabad,Kerala
492921,NORTH,Ahmedabad,Madhya Pradesh
492923,CENTRAL,Chennai,Maharashtra
492925,EAST,Kolkata,Manipur
492927,WEST,Surat,Meghalaya
492929,SOUTH,Pune,Mizoram
492931,NORTH,Jaipur,Nagaland
492933,CENTRAL,Lucknow,Odisha
492935,EAST,Kanpur,Punjab
492937,WEST,Nagpur,Rajasthan
492939,SOUTH,Indore,Sikkim
492941,NORTH,Thane,Tamil Nadu
492943,CENTRAL,Bhopal,Telangana
492945,EAST,Visakhapatnam,Tripura
492947,WEST,Vadodara,Uttar Pradesh
492949,SOUTH,Firozabad,Uttarakhand
492951,NORTH,Ludhiana,West Bengal
492953,CENTRAL,Rajkot,Andaman and Nicobar Islands
492955,EAST,Agra,Chandigarh
492957,WEST,Siliguri,Dadra and Nagar Haveli and Daman and Diu
492959,SOUTH,Nashik,Lakshadweep
492961,NORTH,Faridabad,Delhi
492963,CENTRAL,Patna,Puducherry
492965,EAST,Meerut,Ladakh
492967,WEST,Kalyan-Dombivli,Jammu and Kashmir
492969,SOUTH,Vasai-Virar,Maharashtra
492971,NORTH,Varanasi,Delhi
492973,CENTRAL,Srinagar,Karnataka
492975,EAST,Dhanbad,Andhra Pradesh
492977,WEST,Jodhpur,Arunachal Pradesh
492979,SOUTH,Amritsar,Assam
492981,NORTH,Raipur,Bihar
492983,CENTRAL,Allahabad,Chhattisgarh
492985,EAST,Coimbatore,Goa
492987,WEST,Jabalpur,Gujarat
492989,SOUTH,Gwalior,Haryana
492991,NORTH,Vijayawada,Himachal Pradesh
492993,CENTRAL,Madurai,Jharkhand
492995,EAST,Guwahati,Karnataka
492997,WEST,Chandigarh,Kerala
492999,SOUTH,Hubli-Dharwad,Madhya Pradesh
493001,NORTH,Amroha,Maharashtra
493003,CENTRAL,Moradabad,Manipur
493005,EAST,Gurgaon,Meghalaya
493007,WEST,Aligarh,Mizoram
493009,SOUTH,Solapur,Nagaland
493011,NORTH,Ranchi,Odisha
493013,CENTRAL,Jalandhar,Punjab
493015,EAST,Tiruchirappalli,Rajasthan
493017,WEST,Bhubaneswar,Sikkim
493019,SOUTH,Salem,Tamil Nadu
493021,NORTH,Mysore,Telangana
493023,CENTRAL,Thiruvananthapuram,Tripura
493025,EAST,Tiruppur,Uttar Pradesh
493027,WEST,Gwalior,Uttarakhand
493029,SOUTH,Chandrapur,West Bengal
493031,NORTH,Mumbai,Andaman and Nicobar Islands
493033,CENTRAL,Delhi,Chandigarh
493035,EAST,Bangalore,Dadra and Nagar Haveli and Daman and Diu
493037,WEST,Hyderabad,Lakshadweep
493039,SOUTH,Ahmedabad,Delhi
493041,NORTH,Chennai,Puducherry
493043,CENTRAL,Kolkata,Ladakh
493045,EAST,Surat,Jammu and Kashmir
493047,WEST,Pune,Maharashtra
493049,SOUTH,Jaipur,Delhi
493051,NORTH,Lucknow,Karnataka
493053,CENTRAL,Kanpur,Andhra Pradesh
493055,EAST,Nagpur,Arunachal Pradesh
493057,WEST,Indore,Assam
493059,SOUTH,Thane,Bihar
493061,NORTH,Bhopal,Chhattisgarh
493063,CENTRAL,Visakhapatnam,Goa
493065,EAST,Vadodara,Gujarat
493067,WEST,Firozabad,Haryana
493069,SOUTH,Ludhiana,Himachal Pradesh
493071,NORTH,Rajkot,Jharkhand
493073,CENTRAL,Agra,Karnataka
493075,EAST,Siliguri,Kerala
493077,WEST,Nashik,Madhya Pradesh
493079,SOUTH,Faridabad,Maharashtra
493081,NORTH,Patna,Manipur
493083,CENTRAL,Meerut,Meghalaya
493085,EAST,Kalyan-Dombivli,Mizoram
493087,WEST,Vasai-Virar,Nagaland
493089,SOUTH,Varanasi,Odisha
493091,NORTH,Srinagar,Punjab
493093,CENTRAL,Dhanbad,Rajasthan
493095,EAST,Jodhpur,Sikkim
493097,WEST,Amritsar,Tamil Nadu
493099,SOUTH,Raipur,Telangana
493101,NORTH,Allahabad,Tripura
493103,CENTRAL,Coimbatore,Uttar Pradesh
493105,EAST,Jabalpur,Uttarakhand
493107,WEST,Gwalior,West Bengal
493109,SOUTH,Vijayawada,Andaman and Nicobar Islands
493111,NORTH,Madurai,Chandigarh
493113,CENTRAL,Guwahati,Dadra and Nagar Haveli and Daman and Diu
493115,EAST,Chandigarh,Lakshadweep
493117,WEST,Hubli-Dharwad,Delhi
493119,SOUTH,Amroha,Puducherry
493121,NORTH,Moradabad,Ladakh
493123,CENTRAL,Gurgaon,Jammu and Kashmir
493125,EAST,Aligarh,Maharashtra
493127,WEST,Solapur,Delhi
493129,SOUTH,Ranchi,Karnataka
493131,NORTH,Jalandhar,Andhra Pradesh
493133,CENTRAL,Tiruchirappalli,Arunachal Pradesh
493135,EAST,Bhubaneswar,Assam
493137,WEST,Salem,Bihar
493139,SOUTH,Mysore,Chhattisgarh
493141,NORTH,Thiruvananthapuram,Goa
493143,CENTRAL,Tiruppur,Gujarat
493145,EAST,Gwalior,Haryana
493147,WEST,Chandrapur,Himachal Pradesh
493149,SOUTH,Mumbai,Jharkhand
493151,NORTH,Delhi,Karnataka
493153,CENTRAL,Bangalore,Kerala
493155,EAST,Hyderabad,Madhya Pradesh
493157,WEST,Ahmedabad,Maharashtra
493159,SOUTH,Chennai,Manipur
493161,NORTH,Kolkata,Meghalaya
493163,CENTRAL,Surat,Mizoram
493165,EAST,Pune,Nagaland
493167,WEST,Jaipur,Odisha
493169,SOUTH,Lucknow,Punjab
493171,NORTH,Kanpur,Rajasthan
493173,CENTRAL,Nagpur,Sikkim
493175,EAST,Indore,Tamil Nadu
493177,WEST,Thane,Telangana
493179,SOUTH,Bhopal,Tripura
493181,NORTH,Visakhapatnam,Uttar Pradesh
493183,CENTRAL,Vadodara,Uttarakhand
493185,EAST,Firozabad,West Bengal
493187,WEST,Ludhiana,Andaman and Nicobar Islands
493189,SOUTH,Rajkot,Chandigarh
493191,NORTH,Agra,Dadra and Nagar Haveli and Daman and Diu
493193,CENTRAL,Siliguri,Lakshadweep
493195,EAST,Nashik,Delhi
493197,WEST,Faridabad,Puducherry
493199,SOUTH,Patna,Ladakh
493201,NORTH,Meerut,Jammu and Kashmir
493203,CENTRAL,Kalyan-Dombivli,Maharashtra
493205,EAST,Vasai-Virar,Delhi
493207,WEST,Varanasi,Karnataka
493209,SOUTH,Srinagar,Andhra Pradesh
493211,NORTH,Dhanbad,Arunachal Pradesh
493213,CENTRAL,Jodhpur,Assam
493215,EAST,Amritsar,Bihar
493217,WEST,Raipur,Chhattisgarh
493219,SOUTH,Allahabad,Goa
493221,NORTH,Coimbatore,Gujarat
493223,CENTRAL,Jabalpur,Haryana
493225,EAST,Gwalior,Himachal Pradesh
493227,WEST,Vijayawada,Jharkhand
493229,SOUTH,Madurai,Karnataka
493231,NORTH,Guwahati,Kerala
493233,CENTRAL,Chandigarh,Madhya Pradesh
493235,EAST,Hubli-Dharwad,Maharashtra
493237,WEST,Amroha,Manipur
493239,SOUTH,Moradabad,Meghalaya
493241,NORTH,Gurgaon,Mizoram
493243,CENTRAL,Aligarh,Nagaland
493245,EAST,Solapur,Odisha
493247,WEST,Ranchi,Punjab
493249,SOUTH,Jalandhar,Rajasthan
493251,NORTH,Tiruchirappalli,Sikkim
493253,CENTRAL,Bhubaneswar,Tamil Nadu
493255,EAST,Salem,Telangana
493257,WEST,Mysore,Tripura
493259,SOUTH,Thiruvananthapuram,Uttar Pradesh
493261,NORTH,Tiruppur,Uttarakhand
493263,CENTRAL,Gwalior,West Bengal
493265,EAST,Chandrapur,Andaman and Nicobar Islands
493267,WEST,Mumbai,Chandigarh
493269,SOUTH,Delhi,Dadra and Nagar Haveli and Daman and Diu
493271,NORTH,Bangalore,Lakshadweep
493273,CENTRAL,Hyderabad,Delhi
493275,EAST,Ahmedabad,Puducherry
493277,WEST,Chennai,Ladakh
493279,SOUTH,Kolkata,Jammu and Kashmir
493281,NORTH,Surat,Maharashtra
493283,CENTRAL,Pune,Delhi
493285,EAST,Jaipur,Karnataka
493287,WEST,Lucknow,Andhra Pradesh
493289,SOUTH,Kanpur,Arunachal Pradesh
493291,NORTH,Nagpur,Assam
493293,CENTRAL,Indore,Bihar
493295,EAST,Thane,Chhattisgarh
493297,WEST,Bhopal,Goa
493299,SOUTH,Visakhapatnam,Gujarat
493301,NORTH,Vadodara,Haryana
493303,CENTRAL,Firozabad,Himachal Pradesh
493305,EAST,Ludhiana,Jharkhand
493307,WEST,Rajkot,Karnataka
493309,SOUTH,Agra,Kerala
493311,NORTH,Siliguri,Madhya Pradesh
493313,CENTRAL,Nashik,Maharashtra
493315,EAST,Faridabad,Manipur
493317,WEST,Patna,Meghalaya
493319,SOUTH,Meerut,Mizoram
493321,NORTH,Kalyan-Dombivli,Nagaland
493323,CENTRAL,Vasai-Virar,Odisha
493325,EAST,Varanasi,Punjab
493327,WEST,Srinagar,Rajasthan
493329,SOUTH,Dhanbad,Sikkim
493331,NORTH,Jodhpur,Tamil Nadu
493333,CENTRAL,Amritsar,Telangana
493335,EAST,Raipur,Tripura
493337,WEST,Allahabad,Uttar Pradesh
493339,SOUTH,Coimbatore,Uttarakhand
493341,NORTH,Jabalpur,West Bengal
493343,CENTRAL,Gwalior,Andaman and Nicobar Islands
493345,EAST,Vijayawada,Chandigarh
493347,WEST,Madurai,Dadra and Nagar Haveli and Daman and Diu
493349,SOUTH,Guwahati,Lakshadweep
493351,NORTH,Chandigarh,Delhi
493353,CENTRAL,Hubli-Dharwad,Puducherry
493355,EAST,Amroha,Ladakh
493357,WEST,Moradabad,Jammu and Kashmir
493359,SOUTH,Gurgaon,Maharashtra
493361,NORTH,Aligarh,Delhi
493363,CENTRAL,Solapur,Karnataka
493365,EAST,Ranchi,Andhra Pradesh
493367,WEST,Jalandhar,Arunachal Pradesh
493369,SOUTH,Tiruchirappalli,Assam
493371,NORTH,Bhubaneswar,Bihar
493373,CENTRAL,Salem,Chhattisgarh
493375,EAST,Mysore,Goa
493377,WEST,Thiruvananthapuram,Gujarat
493379,SOUTH,Tiruppur,Haryana
493381,NORTH,Gwalior,Himachal Pradesh
493383,CENTRAL,Chandrapur,Jharkhand
493385,EAST,Mumbai,Karnataka
493387,WEST,Delhi,Kerala
493389,SOUTH,Bangalore,Madhya Pradesh
493391,NORTH,Hyderabad,Maharashtra
493393,CENTRAL,Ahmedabad,Manipur
493395,EAST,Chennai,Meghalaya
493397,WEST,Kolkata,Mizoram
493399,SOUTH,Surat,Nagaland
493401,NORTH,Pune,Odisha
493403,CENTRAL,Jaipur,Punjab
493405,EAST,Lucknow,Rajasthan
493407,WEST,Kanpur,Sikkim
493409,SOUTH,Nagpur,Tamil Nadu
493411,NORTH,Indore,Telangana
493413,CENTRAL,Thane,Tripura
493415,EAST,Bhopal,Uttar Pradesh
493417,WEST,Visakhapatnam,Uttarakhand
493419,SOUTH,Vadodara,West Bengal
493421,NORTH,Firozabad,Andaman and Nicobar Islands
493423,CENTRAL,Ludhiana,Chandigarh
493425,EAST,Rajkot,Dadra and Nagar Haveli and Daman and Diu
493427,WEST,Agra,Lakshadweep
493429,SOUTH,Siliguri,Delhi
493431,NORTH,Nashik,Puducherry
493433,CENTRAL,Faridabad,Ladakh
493435,EAST,Patna,Jammu and Kashmir
493437,WEST,Meerut,Maharashtra
493439,SOUTH,Kalyan-Dombivli,Delhi
493441,NORTH,Vasai-Virar,Karnataka
493443,CENTRAL,Varanasi,Andhra Pradesh
493445,EAST,Srinagar,Arunachal Pradesh
493447,WEST,Dhanbad,Assam
493449,SOUTH,Jodhpur,Bihar
493451,NORTH,Amritsar,Chhattisgarh
493453,CENTRAL,Raipur,Goa
493455,EAST,Allahabad,Gujarat
493457,WEST,Coimbatore,Haryana
493459,SOUTH,Jabalpur,Himachal Pradesh
493461,NORTH,Gwalior,Jharkhand
493463,CENTRAL,Vijayawada,Karnataka
493465,EAST,Madurai,Kerala
493467,WEST,Guwahati,Madhya Pradesh
493469,SOUTH,Chandigarh,Maharashtra
493471,NORTH,Hubli-Dharwad,Manipur
493473,CENTRAL,Amroha,Meghalaya
493475,EAST,Moradabad,Mizoram
493477,WEST,Gurgaon,Nagaland
493479,SOUTH,Aligarh,Odisha
493481,NORTH,Solapur,Punjab
493483,CENTRAL,Ranchi,Rajasthan
493485,EAST,Jalandhar,Sikkim
493487,WEST,Tiruchirappalli,Tamil Nadu
493489,SOUTH,Bhubaneswar,Telangana
493491,NORTH,Salem,Tripura
493493,CENTRAL,Mysore,Uttar Pradesh
493495,EAST,Thiruvananthapuram,Uttarakhand
493497,WEST,Tiruppur,West Bengal
493499,SOUTH,Gwalior,Andaman and Nicobar Islands
493501,NORTH,Chandrapur,Chandigarh
493503,CENTRAL,Mumbai,Dadra and Nagar Haveli and Daman and Diu
493505,EAST,Delhi,Lakshadweep
493507,WEST,Bangalore,Delhi
493509,SOUTH,Hyderabad,Puducherry
493511,NORTH,Ahmedabad,Ladakh
493513,CENTRAL,Chennai,Jammu and Kashmir
493515,EAST,Kolkata,Maharashtra
493517,WEST,Surat,Delhi
493519,SOUTH,Pune,Karnataka
493521,NORTH,Jaipur,Andhra Pradesh
493523,CENTRAL,Lucknow,Arunachal Pradesh
493525,EAST,Kanpur,Assam
493527,WEST,Nagpur,Bihar
493529,SOUTH,Indore,Chhattisgarh
493531,NORTH,Thane,Goa
493533,CENTRAL,Bhopal,Gujarat
493535,EAST,Visakhapatnam,Haryana
493537,WEST,Vadodara,Himachal Pradesh
493539,SOUTH,Firozabad,Jharkhand
493541,NORTH,Ludhiana,Karnataka
493543,CENTRAL,Rajkot,Kerala
493545,EAST,Agra,Madhya Pradesh
493547,WEST,Siliguri,Maharashtra
493549,SOUTH,Nashik,Manipur
493551,NORTH,Faridabad,Meghalaya
493553,CENTRAL,Patna,Mizoram
493555,EAST,Meerut,Nagaland
493557,WEST,Kalyan-Dombivli,Odisha
493559,SOUTH,Vasai-Virar,Punjab
493561,NORTH,Varanasi,Rajasthan
493563,CENTRAL,Srinagar,Sikkim
493565,EAST,Dhanbad,Tamil Nadu
493567,WEST,Jodhpur,Telangana
493569,SOUTH,Amritsar,Tripura
493571,NORTH,Raipur,Uttar Pradesh
493573,CENTRAL,Allahabad,Uttarakhand
493575,EAST,Coimbatore,West Bengal
493577,WEST,Jabalpur,Andaman and Nicobar Islands
493579,SOUTH,Gwalior,Chandigarh
493581,NORTH,Vijayawada,Dadra and Nagar Haveli and Daman and Diu
493583,CENTRAL,Madurai,Lakshadweep
493585,EAST,Guwahati,Delhi
493587,WEST,Chandigarh,Puducherry
493589,SOUTH,Hubli-Dharwad,Ladakh
493591,NORTH,Amroha,Jammu and Kashmir
493593,CENTRAL,Moradabad,Maharashtra
493595,EAST,Gurgaon,Delhi
493597,WEST,Aligarh,Karnataka
493599,SOUTH,Solapur,Andhra Pradesh
493601,NORTH,Ranchi,Arunachal Pradesh
493603,CENTRAL,Jalandhar,Assam
493605,EAST,Tiruchirappalli,Bihar
493607,WEST,Bhubaneswar,Chhattisgarh
493609,SOUTH,Salem,Goa
493611,NORTH,Mysore,Gujarat
493613,CENTRAL,Thiruvananthapuram,Haryana
493615,EAST,Tiruppur,Himachal Pradesh
493617,WEST,Gwalior,Jharkhand
493619,SOUTH,Chandrapur,Karnataka
493621,NORTH,Mumbai,Kerala
493623,CENTRAL,Delhi,Madhya Pradesh
493625,EAST,Bangalore,Maharashtra
493627,WEST,Hyderabad,Manipur
493629,SOUTH,Ahmedabad,Meghalaya
493631,NORTH,Chennai,Mizoram
493633,CENTRAL,Kolkata,Nagaland
493635,EAST,Surat,Odisha
493637,WEST,Pune,Punjab
493639,SOUTH,Jaipur,Rajasthan
493641,NORTH,Lucknow,Sikkim
493643,CENTRAL,Kanpur,Tamil Nadu
493645,EAST,Nagpur,Telangana
493647,WEST,Indore,Tripura
493649,SOUTH,Thane,Uttar Pradesh
493651,NORTH,Bhopal,Uttarakhand
493653,CENTRAL,Visakhapatnam,West Bengal
493655,EAST,Vadodara,Andaman and Nicobar Islands
493657,WEST,Firozabad,Chandigarh
493659,SOUTH,Ludhiana,Dadra and Nagar Haveli and Daman and Diu
493661,NORTH,Rajkot,Lakshadweep
493663,CENTRAL,Agra,Delhi
493665,EAST,Siliguri,Puducherry
493667,WEST,Nashik,Ladakh
493669,SOUTH,Faridabad,Jammu and Kashmir
493671,NORTH,Patna,Maharashtra
493673,CENTRAL,Meerut,Delhi
493675,EAST,Kalyan-Dombivli,Karnataka
493677,WEST,Vasai-Virar,Andhra Pradesh
493679,SOUTH,Varanasi,Arunachal Pradesh
493681,NORTH,Srinagar,Assam
493683,CENTRAL,Dhanbad,Bihar
493685,EAST,Jodhpur,Chhattisgarh
493687,WEST,Amritsar,Goa
493689,SOUTH,Raipur,Gujarat
493691,NORTH,Allahabad,Haryana
493693,CENTRAL,Coimbatore,Himachal Pradesh
493695,EAST,Jabalpur,Jharkhand
493697,WEST,Gwalior,Karnataka
493699,SOUTH,Vijayawada,Kerala
493701,NORTH,Madurai,Madhya Pradesh
493703,CENTRAL,Guwahati,Maharashtra
493705,EAST,Chandigarh,Manipur
493707,WEST,Hubli-Dharwad,Meghalaya
493709,SOUTH,Amroha,Mizoram
493711,NORTH,Moradabad,Nagaland
493713,CENTRAL,Gurgaon,Odisha
493715,EAST,Aligarh,Punjab
493717,WEST,Solapur,Rajasthan
493719,SOUTH,Ranchi,Sikkim
493721,NORTH,Jalandhar,Tamil Nadu
493723,CENTRAL,Tiruchirappalli,Telangana
493725,EAST,Bhubaneswar,Tripura
493727,WEST,Salem,Uttar Pradesh
493729,SOUTH,Mysore,Uttarakhand
493731,NORTH,Thiruvananthapuram,West Bengal
493733,CENTRAL,Tiruppur,Andaman and Nicobar Islands
493735,EAST,Gwalior,Chandigarh
493737,WEST,Chandrapur,Dadra and Nagar Haveli and Daman and Diu
493739,SOUTH,Mumbai,Lakshadweep
493741,NORTH,Delhi,Delhi
493743,CENTRAL,Bangalore,Puducherry
493745,EAST,Hyderabad,Ladakh
493747,WEST,Ahmedabad,Jammu and Kashmir
493749,SOUTH,Chennai,Maharashtra
493751,NORTH,Kolkata,Delhi
493753,CENTRAL,Surat,Karnataka
493755,EAST,Pune,Andhra Pradesh
493757,WEST,Jaipur,Arunachal Pradesh
493759,SOUTH,Lucknow,Assam
493761,NORTH,Kanpur,Bihar
493763,CENTRAL,Nagpur,Chhattisgarh
493765,EAST,Indore,Goa
493767,WEST,Thane,Gujarat
493769,SOUTH,Bhopal,Haryana
493771,NORTH,Visakhapatnam,Himachal Pradesh
493773,CENTRAL,Vadodara,Jharkhand
493775,EAST,Firozabad,Karnataka
493777,WEST,Ludhiana,Kerala
493779,SOUTH,Rajkot,Madhya Pradesh
493781,NORTH,Agra,Maharashtra
493783,CENTRAL,Siliguri,Manipur
493785,EAST,Nashik,Meghalaya
493787,WEST,Faridabad,Mizoram
493789,SOUTH,Patna,Nagaland
493791,NORTH,Meerut,Odisha
493793,CENTRAL,Kalyan-Dombivli,Punjab
493795,EAST,Vasai-Virar,Rajasthan
493797,WEST,Varanasi,Sikkim
493799,SOUTH,Srinagar,Tamil Nadu
493801,NORTH,Dhanbad,Telangana
493803,CENTRAL,Jodhpur,Tripura
493805,EAST,Amritsar,Uttar Pradesh
493807,WEST,Raipur,Uttarakhand
493809,SOUTH,Allahabad,West Bengal
493811,NORTH,Coimbatore,Andaman and Nicobar Islands
493813,CENTRAL,Jabalpur,Chandigarh
493815,EAST,Gwalior,Dadra and Nagar Haveli and Daman and Diu
493817,WEST,Vijayawada,Lakshadweep
493819,SOUTH,Madurai,Delhi
493821,NORTH,Guwahati,Puducherry
493823,CENTRAL,Chandigarh,Ladakh
493825,EAST,Hubli-Dharwad,Jammu and Kashmir
493827,WEST,Amroha,Maharashtra
493829,SOUTH,Moradabad,Delhi
493831,NORTH,Gurgaon,Karnataka
493833,CENTRAL,Aligarh,Andhra Pradesh
493835,EAST,Solapur,Arunachal Pradesh
493837,WEST,Ranchi,Assam
