max_case_type,min_cases_type,no_of_cases,avg_solving_day
Fraud,riots,7503,10
riots,claims of negligence,7505,15
marriage affairs,dowry demands,7507,8
Divorce,robbery,7509,3
claims of negligence,unfair dismissal,7511,14
appeal against HR,discrimination,7513,12
Workplace harassment,appeal against HR,7515,3
Murder,Workplace harassment,7517,3
robbery,Murder,7519,12
dowry demands,theft,7521,9
robbery,cybercrime,7523,15
unfair dismissal,sedition,7525,9
theft,Property dispute,7527,10
cybercrime,marriage affairs,7529,12
sedition,Divorce,7531,4
Property dispute,Fraud,7533,7
Fraud,riots,7535,12
riots,claims of negligence,7537,15
marriage affairs,dowry demands,7539,7
Divorce,robbery,7541,5
claims of negligence,unfair dismissal,7543,9
appeal against HR,discrimination,7545,12
Workplace harassment,appeal against HR,7547,6
Murder,Workplace harassment,7549,8
robbery,Murder,7551,6
dowry demands,theft,7553,14
robbery,cybercrime,7555,11
unfair dismissal,sedition,7557,4
theft,Property dispute,7559,11
cybercrime,marriage affairs,7561,12
sedition,Divorce,7563,5
Property dispute,Fraud,7565,7
Fraud,riots,7567,13
riots,claims of negligence,7569,9
marriage affairs,dowry demands,7571,9
Divorce,robbery,7573,7
claims of negligence,unfair dismissal,7575,8
appeal against HR,discrimination,7577,13
Workplace harassment,appeal against HR,7579,5
Murder,Workplace harassment,7581,12
robbery,Murder,7583,14
dowry demands,theft,7585,10
robbery,cybercrime,7587,8
unfair dismissal,sedition,7589,5
theft,Property dispute,7591,6
cybercrime,marriage affairs,7593,6
sedition,Divorce,7595,7
Property dispute,Fraud,7597,4
Fraud,riots,7599,6
riots,claims of negligence,7601,11
marriage affairs,dowry demands,7603,13
Divorce,robbery,7605,13
claims of negligence,unfair dismissal,7607,14
appeal against HR,discrimination,7609,5
Workplace harassment,appeal against HR,7611,4
Murder,Workplace harassment,7613,15
robbery,Murder,7615,13
dowry demands,theft,7617,5
robbery,cybercrime,7619,10
unfair dismissal,sedition,7621,4
theft,Property dispute,7623,10
cybercrime,marriage affairs,7625,12
sedition,Divorce,7627,3
Property dispute,Fraud,7629,8
Fraud,riots,7631,9
riots,claims of negligence,7633,14
marriage affairs,dowry demands,7635,8
Divorce,robbery,7637,4
claims of negligence,unfair dismissal,7639,3
appeal against HR,discrimination,7641,11
Workplace harassment,appeal against HR,7643,12
Murder,Workplace harassment,7645,4
robbery,Murder,7647,3
dowry demands,theft,7649,15
robbery,cybercrime,7651,14
unfair dismissal,sedition,7653,5
theft,Property dispute,7655,5
cybercrime,marriage affairs,7657,5
sedition,Divorce,7659,5
Property dispute,Fraud,7661,11
Fraud,riots,7663,12
riots,claims of negligence,7665,3
marriage affairs,dowry demands,7667,6
Divorce,robbery,7669,10
claims of negligence,unfair dismissal,7671,15
appeal against HR,discrimination,7673,10
Workplace harassment,appeal against HR,7675,7
Murder,Workplace harassment,7677,12
robbery,Murder,7679,8
dowry demands,theft,7681,3
robbery,cybercrime,7683,14
unfair dismissal,sedition,7685,7
theft,Property dispute,7687,3
cybercrime,marriage affairs,7689,12
sedition,Divorce,7691,10
Property dispute,Fraud,7693,5
Fraud,riots,7695,13
riots,claims of negligence,7697,5
marriage affairs,dowry demands,7699,7
Divorce,robbery,7701,8
claims of negligence,unfair dismissal,7703,8
appeal against HR,discrimination,7705,6
Workplace harassment,appeal against HR,7707,12
Murder,Workplace harassment,7709,10
robbery,Murder,7711,15
dowry demands,theft,7713,12
robbery,cybercrime,7715,6
unfair dismissal,sedition,7717,15
theft,Property dispute,7719,3
cybercrime,marriage affairs,7721,6
sedition,Divorce,7723,3
Property dispute,Fraud,7725,13
Fraud,riots,7727,8
riots,claims of negligence,7729,12
marriage affairs,dowry demands,7731,7
Divorce,robbery,7733,5
claims of negligence,unfair dismissal,7735,4
appeal against HR,discrimination,7737,10
Workplace harassment,appeal against HR,7739,3
Murder,Workplace harassment,7741,5
robbery,Murder,7743,9
dowry demands,theft,7745,4
robbery,cybercrime,7747,8
unfair dismissal,sedition,7749,3
theft,Property dispute,7751,7
cybercrime,marriage affairs,7753,3
sedition,Divorce,7755,7
Property dispute,Fraud,7757,6
Fraud,riots,7759,4
riots,claims of negligence,7761,12
marriage affairs,dowry demands,7763,5
Divorce,robbery,7765,5
claims of negligence,unfair dismissal,7767,8
appeal against HR,discrimination,7769,8
Workplace harassment,appeal against HR,7771,9
Murder,Workplace harassment,7773,6
robbery,Murder,7775,15
dowry demands,theft,7777,7
robbery,cybercrime,7779,14
unfair dismissal,sedition,7781,11
theft,Property dispute,7783,6
cybercrime,marriage affairs,7785,11
sedition,Divorce,7787,14
Property dispute,Fraud,7789,5
Fraud,riots,7791,8
riots,claims of negligence,7793,5
marriage affairs,dowry demands,7795,6
Divorce,robbery,7797,7
claims of negligence,unfair dismissal,7799,4
appeal against HR,discrimination,7801,5
Workplace harassment,appeal against HR,7803,4
Murder,Workplace harassment,7805,4
robbery,Murder,7807,4
dowry demands,theft,7809,5
robbery,cybercrime,7811,6
unfair dismissal,sedition,7813,14
theft,Property dispute,7815,7
cybercrime,marriage affairs,7817,3
sedition,Divorce,7819,14
Property dispute,Fraud,7821,4
Fraud,riots,7823,11
riots,claims of negligence,7825,8
marriage affairs,dowry demands,7827,11
Divorce,robbery,7829,9
claims of negligence,unfair dismissal,7831,12
appeal against HR,discrimination,7833,13
Workplace harassment,appeal against HR,7835,12
Murder,Workplace harassment,7837,15
robbery,Murder,7839,15
dowry demands,theft,7841,3
robbery,cybercrime,7843,6
unfair dismissal,sedition,7845,11
theft,Property dispute,7847,13
cybercrime,marriage affairs,7849,14
sedition,Divorce,7851,6
Property dispute,Fraud,7853,4
Fraud,riots,7855,6
riots,claims of negligence,7857,7
marriage affairs,dowry demands,7859,6
Divorce,robbery,7861,9
claims of negligence,unfair dismissal,7863,3
appeal against HR,discrimination,7865,11
Workplace harassment,appeal against HR,7867,10
Murder,Workplace harassment,7869,15
robbery,Murder,7871,11
dowry demands,theft,7873,5
robbery,cybercrime,7875,6
unfair dismissal,sedition,7877,3
theft,Property dispute,7879,10
cybercrime,marriage affairs,7881,7
sedition,Divorce,7883,13
Property dispute,Fraud,7885,9
Fraud,riots,7887,9
riots,claims of negligence,7889,8
marriage affairs,dowry demands,7891,3
Divorce,robbery,7893,4
claims of negligence,unfair dismissal,7895,6
appeal against HR,discrimination,7897,12
Workplace harassment,appeal against HR,7899,14
Murder,Workplace harassment,7901,13
robbery,Murder,7903,4
dowry demands,theft,7905,6
robbery,cybercrime,7907,9
unfair dismissal,sedition,7909,15
theft,Property dispute,7911,8
cybercrime,marriage affairs,7913,3
sedition,Divorce,7915,6
Property dispute,Fraud,7917,6
Fraud,riots,7919,12
riots,claims of negligence,7921,6
marriage affairs,dowry demands,7923,14
Divorce,robbery,7925,3
claims of negligence,unfair dismissal,7927,13
appeal against HR,discrimination,7929,7
Workplace harassment,appeal against HR,7931,14
Murder,Workplace harassment,7933,9
robbery,Murder,7935,7
dowry demands,theft,7937,10
robbery,cybercrime,7939,11
unfair dismissal,sedition,7941,8
theft,Property dispute,7943,13
cybercrime,marriage affairs,7945,13
sedition,Divorce,7947,6
Property dispute,Fraud,7949,12
Fraud,riots,7951,11
riots,claims of negligence,7953,9
marriage affairs,dowry demands,7955,7
Divorce,robbery,7957,9
claims of negligence,unfair dismissal,7959,3
appeal against HR,discrimination,7961,5
Workplace harassment,appeal against HR,7963,8
Murder,Workplace harassment,7965,10
robbery,Murder,7967,9
dowry demands,theft,7969,8
robbery,cybercrime,7971,3
unfair dismissal,sedition,7973,9
theft,Property dispute,7975,9
cybercrime,marriage affairs,7977,8
sedition,Divorce,7979,9
Property dispute,Fraud,7981,7
Fraud,riots,7983,12
riots,claims of negligence,7985,4
marriage affairs,dowry demands,7987,6
Divorce,robbery,7989,13
claims of negligence,unfair dismissal,7991,12
appeal against HR,discrimination,7993,10
Workplace harassment,appeal against HR,7995,3
Murder,Workplace harassment,7997,8
robbery,Murder,7999,15
dowry demands,theft,8001,9
robbery,cybercrime,8003,5
unfair dismissal,sedition,8005,5
theft,Property dispute,8007,4
cybercrime,marriage affairs,8009,7
sedition,Divorce,8011,11
Property dispute,Fraud,8013,6
Fraud,riots,8015,5
riots,claims of negligence,8017,5
marriage affairs,dowry demands,8019,14
Divorce,robbery,8021,14
claims of negligence,unfair dismissal,8023,6
appeal against HR,discrimination,8025,13
Workplace harassment,appeal against HR,8027,6
Murder,Workplace harassment,8029,9
robbery,Murder,8031,3
dowry demands,theft,8033,15
robbery,cybercrime,8035,13
unfair dismissal,sedition,8037,10
theft,Property dispute,8039,7
cybercrime,marriage affairs,8041,7
sedition,Divorce,8043,12
Property dispute,Fraud,8045,11
Fraud,riots,8047,11
riots,claims of negligence,8049,5
marriage affairs,dowry demands,8051,7
Divorce,robbery,8053,15
claims of negligence,unfair dismissal,8055,11
appeal against HR,discrimination,8057,5
Workplace harassment,appeal against HR,8059,10
Murder,Workplace harassment,8061,7
robbery,Murder,8063,6
dowry demands,theft,8065,13
robbery,cybercrime,8067,13
unfair dismissal,sedition,8069,9
theft,Property dispute,8071,10
cybercrime,marriage affairs,8073,9
sedition,Divorce,8075,8
Property dispute,Fraud,8077,3
Fraud,riots,8079,6
riots,claims of negligence,8081,13
marriage affairs,dowry demands,8083,9
Divorce,robbery,8085,10
claims of negligence,unfair dismissal,8087,7
appeal against HR,discrimination,8089,3
Workplace harassment,appeal against HR,8091,11
Murder,Workplace harassment,8093,9
robbery,Murder,8095,5
dowry demands,theft,8097,7
robbery,cybercrime,8099,10
unfair dismissal,sedition,8101,3
theft,Property dispute,8103,15
cybercrime,marriage affairs,8105,10
sedition,Divorce,8107,7
Property dispute,Fraud,8109,4
Fraud,riots,8111,3
riots,claims of negligence,8113,12
marriage affairs,dowry demands,8115,7
Divorce,robbery,8117,6
claims of negligence,unfair dismissal,8119,9
appeal against HR,discrimination,8121,11
Workplace harassment,appeal against HR,8123,11
Murder,Workplace harassment,8125,14
robbery,Murder,8127,10
dowry demands,theft,8129,13
robbery,cybercrime,8131,12
unfair dismissal,sedition,8133,13
theft,Property dispute,8135,8
cybercrime,marriage affairs,8137,3
sedition,Divorce,8139,7
Property dispute,Fraud,8141,13
Fraud,riots,8143,3
riots,claims of negligence,8145,9
marriage affairs,dowry demands,8147,10
Divorce,robbery,8149,15
claims of negligence,unfair dismissal,8151,9
appeal against HR,discrimination,8153,9
Workplace harassment,appeal against HR,8155,6
Murder,Workplace harassment,8157,6
robbery,Murder,8159,4
dowry demands,theft,8161,3
robbery,cybercrime,8163,13
unfair dismissal,sedition,8165,11
theft,Property dispute,8167,4
cybercrime,marriage affairs,8169,6
sedition,Divorce,8171,7
Property dispute,Fraud,8173,14
Fraud,riots,8175,6
riots,claims of negligence,8177,14
marriage affairs,dowry demands,8179,10
Divorce,robbery,8181,14
claims of negligence,unfair dismissal,8183,6
appeal against HR,discrimination,8185,7
Workplace harassment,appeal against HR,8187,5
Murder,Workplace harassment,8189,10
robbery,Murder,8191,7
dowry demands,theft,8193,6
robbery,cybercrime,8195,9
unfair dismissal,sedition,8197,11
theft,Property dispute,8199,14
cybercrime,marriage affairs,8201,14
sedition,Divorce,8203,15
Property dispute,Fraud,8205,6
Fraud,riots,8207,5
riots,claims of negligence,8209,3
marriage affairs,dowry demands,8211,15
Divorce,robbery,8213,9
claims of negligence,unfair dismissal,8215,10
appeal against HR,discrimination,8217,4
Workplace harassment,appeal against HR,8219,10
Murder,Workplace harassment,8221,11
robbery,Murder,8223,13
dowry demands,theft,8225,12
robbery,cybercrime,8227,12
unfair dismissal,sedition,8229,9
theft,Property dispute,8231,4
cybercrime,marriage affairs,8233,12
sedition,Divorce,8235,9
Property dispute,Fraud,8237,6
Fraud,riots,8239,12
riots,claims of negligence,8241,11
marriage affairs,dowry demands,8243,4
Divorce,robbery,8245,15
claims of negligence,unfair dismissal,8247,15
appeal against HR,discrimination,8249,7
Workplace harassment,appeal against HR,8251,3
Murder,Workplace harassment,8253,15
robbery,Murder,8255,7
dowry demands,theft,8257,8
robbery,cybercrime,8259,13
unfair dismissal,sedition,8261,6
theft,Property dispute,8263,7
cybercrime,marriage affairs,8265,5
sedition,Divorce,8267,11
Property dispute,Fraud,8269,3
Fraud,riots,8271,13
riots,claims of negligence,8273,10
marriage affairs,dowry demands,8275,4
Divorce,robbery,8277,5
claims of negligence,unfair dismissal,8279,8
appeal against HR,discrimination,8281,14
Workplace harassment,appeal against HR,8283,4
Murder,Workplace harassment,8285,15
robbery,Murder,8287,4
dowry demands,theft,8289,3
robbery,cybercrime,8291,9
unfair dismissal,sedition,8293,12
theft,Property dispute,8295,11
cybercrime,marriage affairs,8297,13
sedition,Divorce,8299,3
Property dispute,Fraud,8301,11
Fraud,riots,8303,3
riots,claims of negligence,8305,10
marriage affairs,dowry demands,8307,6
Divorce,robbery,8309,3
claims of negligence,unfair dismissal,8311,15
appeal against HR,discrimination,8313,14
Workplace harassment,appeal against HR,8315,10
Murder,Workplace harassment,8317,14
robbery,Murder,8319,9
dowry demands,theft,8321,12
robbery,cybercrime,8323,9
unfair dismissal,sedition,8325,15
theft,Property dispute,8327,14
cybercrime,marriage affairs,8329,6
sedition,Divorce,8331,5
Property dispute,Fraud,8333,7
Fraud,riots,8335,3
riots,claims of negligence,8337,15
marriage affairs,dowry demands,8339,7
Divorce,robbery,8341,12
claims of negligence,unfair dismissal,8343,14
appeal against HR,discrimination,8345,7
Workplace harassment,appeal against HR,8347,9
Murder,Workplace harassment,8349,10
robbery,Murder,8351,10
dowry demands,theft,8353,10
robbery,cybercrime,8355,5
unfair dismissal,sedition,8357,6
theft,Property dispute,8359,13
cybercrime,marriage affairs,8361,8
sedition,Divorce,8363,7
Property dispute,Fraud,8365,5
Fraud,riots,8367,7
riots,claims of negligence,8369,5
marriage affairs,dowry demands,8371,13
Divorce,robbery,8373,11
claims of negligence,unfair dismissal,8375,14
appeal against HR,discrimination,8377,15
Workplace harassment,appeal against HR,8379,3
Murder,Workplace harassment,8381,11
robbery,Murder,8383,14
dowry demands,theft,8385,13
robbery,cybercrime,8387,6
unfair dismissal,sedition,8389,9
theft,Property dispute,8391,3
cybercrime,marriage affairs,8393,13
sedition,Divorce,8395,3
Property dispute,Fraud,8397,15
Fraud,riots,8399,11
riots,claims of negligence,8401,4
marriage affairs,dowry demands,8403,6
Divorce,robbery,8405,9
claims of negligence,unfair dismissal,8407,11
appeal against HR,discrimination,8409,15
Workplace harassment,appeal against HR,8411,8
Murder,Workplace harassment,8413,5
robbery,Murder,8415,12
dowry demands,theft,8417,11
robbery,cybercrime,8419,8
unfair dismissal,sedition,8421,9
theft,Property dispute,8423,11
cybercrime,marriage affairs,8425,15
sedition,Divorce,8427,7
Property dispute,Fraud,8429,15
Fraud,riots,8431,11
riots,claims of negligence,8433,13
marriage affairs,dowry demands,8435,6
Divorce,robbery,8437,13
claims of negligence,unfair dismissal,8439,9
appeal against HR,discrimination,8441,15
Workplace harassment,appeal against HR,8443,4
Murder,Workplace harassment,8445,14
robbery,Murder,8447,10
dowry demands,theft,8449,14
robbery,cybercrime,8451,6
unfair dismissal,sedition,8453,7
theft,Property dispute,8455,13
cybercrime,marriage affairs,8457,3
sedition,Divorce,8459,12
Property dispute,Fraud,8461,15
Fraud,riots,8463,4
riots,claims of negligence,8465,14
marriage affairs,dowry demands,8467,3
Divorce,robbery,8469,10
claims of negligence,unfair dismissal,8471,11
appeal against HR,discrimination,8473,14
Workplace harassment,appeal against HR,8475,15
Murder,Workplace harassment,8477,13
robbery,Murder,8479,4
dowry demands,theft,8481,6
robbery,cybercrime,8483,14
unfair dismissal,sedition,8485,10
theft,Property dispute,8487,4
cybercrime,marriage affairs,8489,6
sedition,Divorce,8491,12
Property dispute,Fraud,8493,11
Fraud,riots,8495,11
riots,claims of negligence,8497,5
marriage affairs,dowry demands,8499,15
Divorce,robbery,8501,9
claims of negligence,unfair dismissal,8503,15
appeal against HR,discrimination,8505,3
Workplace harassment,appeal against HR,8507,7
Murder,Workplace harassment,8509,9
robbery,Murder,8511,4
dowry demands,theft,8513,14
robbery,cybercrime,8515,13
unfair dismissal,sedition,8517,6
theft,Property dispute,8519,11
cybercrime,marriage affairs,8521,7
sedition,Divorce,8523,10
Property dispute,Fraud,8525,10
Fraud,riots,8527,14
riots,claims of negligence,8529,5
marriage affairs,dowry demands,8531,13
Divorce,robbery,8533,15
claims of negligence,unfair dismissal,8535,14
appeal against HR,discrimination,8537,15
Workplace harassment,appeal against HR,8539,14
Murder,Workplace harassment,8541,3
robbery,Murder,8543,5
dowry demands,theft,8545,8
robbery,cybercrime,8547,15
unfair dismissal,sedition,8549,5
theft,Property dispute,8551,12
